date,indicator,value,entity
2020-06-26,Daily ICU occupancy,1.0,Finland
2020-06-29,Daily ICU occupancy,0.0,Finland
2020-07-01,Daily ICU occupancy,0.0,Finland
2020-07-03,Daily ICU occupancy,0.0,Finland
2020-07-06,Daily ICU occupancy,1.0,Finland
2020-07-08,Daily ICU occupancy,2.0,Finland
2020-07-10,Daily ICU occupancy,0.0,Finland
2020-07-13,Daily ICU occupancy,1.0,Finland
2020-07-15,Daily ICU occupancy,0.0,Finland
2020-07-17,Daily ICU occupancy,1.0,Finland
2020-07-20,Daily ICU occupancy,1.0,Finland
2020-07-22,Daily ICU occupancy,0.0,Finland
2020-07-24,Daily ICU occupancy,0.0,Finland
2020-07-27,Daily ICU occupancy,0.0,Finland
2020-07-29,Daily ICU occupancy,0.0,Finland
2020-07-31,Daily ICU occupancy,0.0,Finland
2020-08-03,Daily ICU occupancy,0.0,Finland
2020-08-04,Daily ICU occupancy,1.0,Finland
2020-08-05,Daily ICU occupancy,0.0,Finland
2020-08-07,Daily ICU occupancy,0.0,Finland
2020-08-10,Daily ICU occupancy,1.0,Finland
2020-08-12,Daily ICU occupancy,1.0,Finland
2020-08-14,Daily ICU occupancy,0.0,Finland
2020-08-17,Daily ICU occupancy,0.0,Finland
2020-08-19,Daily ICU occupancy,0.0,Finland
2020-08-21,Daily ICU occupancy,0.0,Finland
2020-08-24,Daily ICU occupancy,1.0,Finland
2020-08-26,Daily ICU occupancy,1.0,Finland
2020-08-28,Daily ICU occupancy,1.0,Finland
2020-08-31,Daily ICU occupancy,1.0,Finland
2020-09-02,Daily ICU occupancy,2.0,Finland
2020-09-04,Daily ICU occupancy,1.0,Finland
2020-09-07,Daily ICU occupancy,1.0,Finland
2020-09-09,Daily ICU occupancy,1.0,Finland
2020-09-11,Daily ICU occupancy,1.0,Finland
2020-09-14,Daily ICU occupancy,3.0,Finland
2020-09-16,Daily ICU occupancy,3.0,Finland
2020-09-18,Daily ICU occupancy,3.0,Finland
2020-09-21,Daily ICU occupancy,2.0,Finland
2020-09-23,Daily ICU occupancy,4.0,Finland
2020-09-25,Daily ICU occupancy,2.0,Finland
2020-09-28,Daily ICU occupancy,4.0,Finland
2020-09-30,Daily ICU occupancy,4.0,Finland
2020-10-02,Daily ICU occupancy,4.0,Finland
2020-10-05,Daily ICU occupancy,8.0,Finland
2020-10-07,Daily ICU occupancy,5.0,Finland
2020-10-09,Daily ICU occupancy,5.0,Finland
2020-10-12,Daily ICU occupancy,10.0,Finland
2020-10-14,Daily ICU occupancy,8.0,Finland
2020-10-16,Daily ICU occupancy,6.0,Finland
2020-10-19,Daily ICU occupancy,7.0,Finland
2020-10-21,Daily ICU occupancy,7.0,Finland
2020-10-23,Daily ICU occupancy,11.0,Finland
2020-10-26,Daily ICU occupancy,10.0,Finland
2020-10-28,Daily ICU occupancy,10.0,Finland
2020-10-30,Daily ICU occupancy,10.0,Finland
2020-11-02,Daily ICU occupancy,13.0,Finland
2020-11-04,Daily ICU occupancy,15.0,Finland
2020-11-06,Daily ICU occupancy,13.0,Finland
2020-11-09,Daily ICU occupancy,13.0,Finland
2020-11-11,Daily ICU occupancy,14.0,Finland
2020-11-13,Daily ICU occupancy,15.0,Finland
2020-11-16,Daily ICU occupancy,13.0,Finland
2020-11-18,Daily ICU occupancy,12.0,Finland
2020-11-20,Daily ICU occupancy,10.0,Finland
2020-11-23,Daily ICU occupancy,15.0,Finland
2020-11-25,Daily ICU occupancy,21.0,Finland
2020-11-27,Daily ICU occupancy,19.0,Finland
2020-11-30,Daily ICU occupancy,18.0,Finland
2020-12-02,Daily ICU occupancy,21.0,Finland
2020-12-04,Daily ICU occupancy,21.0,Finland
2020-12-07,Daily ICU occupancy,30.0,Finland
2020-12-08,Daily ICU occupancy,28.0,Finland
2020-12-09,Daily ICU occupancy,27.0,Finland
2020-12-10,Daily ICU occupancy,25.0,Finland
2020-12-11,Daily ICU occupancy,26.0,Finland
2020-12-14,Daily ICU occupancy,28.0,Finland
2020-12-15,Daily ICU occupancy,35.0,Finland
2020-12-16,Daily ICU occupancy,34.0,Finland
2020-12-17,Daily ICU occupancy,27.0,Finland
2020-12-18,Daily ICU occupancy,30.0,Finland
2020-12-21,Daily ICU occupancy,33.0,Finland
2020-12-22,Daily ICU occupancy,28.0,Finland
2020-12-23,Daily ICU occupancy,26.0,Finland
2020-12-28,Daily ICU occupancy,29.0,Finland
2020-12-29,Daily ICU occupancy,30.0,Finland
2020-12-30,Daily ICU occupancy,30.0,Finland
2020-12-31,Daily ICU occupancy,27.0,Finland
2021-01-04,Daily ICU occupancy,31.0,Finland
2021-01-05,Daily ICU occupancy,25.0,Finland
2021-01-07,Daily ICU occupancy,32.0,Finland
2021-01-08,Daily ICU occupancy,29.0,Finland
2021-01-11,Daily ICU occupancy,32.0,Finland
2021-01-12,Daily ICU occupancy,30.0,Finland
2021-01-13,Daily ICU occupancy,28.0,Finland
2021-01-14,Daily ICU occupancy,29.0,Finland
2021-01-15,Daily ICU occupancy,28.0,Finland
2021-01-18,Daily ICU occupancy,27.0,Finland
2021-01-19,Daily ICU occupancy,24.0,Finland
2021-01-20,Daily ICU occupancy,27.0,Finland
2021-01-21,Daily ICU occupancy,26.0,Finland
2021-01-22,Daily ICU occupancy,24.0,Finland
2021-01-25,Daily ICU occupancy,21.0,Finland
2021-01-26,Daily ICU occupancy,21.0,Finland
2021-01-27,Daily ICU occupancy,20.0,Finland
2021-01-28,Daily ICU occupancy,22.0,Finland
2021-01-29,Daily ICU occupancy,20.0,Finland
2021-02-01,Daily ICU occupancy,17.0,Finland
2021-02-02,Daily ICU occupancy,17.0,Finland
2021-02-03,Daily ICU occupancy,23.0,Finland
2021-02-04,Daily ICU occupancy,23.0,Finland
2021-02-05,Daily ICU occupancy,20.0,Finland
2021-02-08,Daily ICU occupancy,16.0,Finland
2021-02-09,Daily ICU occupancy,15.0,Finland
2021-02-10,Daily ICU occupancy,16.0,Finland
2021-02-11,Daily ICU occupancy,16.0,Finland
2021-02-12,Daily ICU occupancy,18.0,Finland
2021-02-15,Daily ICU occupancy,21.0,Finland
2021-02-16,Daily ICU occupancy,27.0,Finland
2021-02-17,Daily ICU occupancy,30.0,Finland
2021-02-18,Daily ICU occupancy,27.0,Finland
2021-02-19,Daily ICU occupancy,24.0,Finland
2021-02-22,Daily ICU occupancy,30.0,Finland
2021-02-23,Daily ICU occupancy,34.0,Finland
2021-02-24,Daily ICU occupancy,35.0,Finland
2021-02-25,Daily ICU occupancy,36.0,Finland
2021-02-26,Daily ICU occupancy,38.0,Finland
2021-03-01,Daily ICU occupancy,39.0,Finland
2021-03-02,Daily ICU occupancy,39.0,Finland
2021-03-03,Daily ICU occupancy,37.0,Finland
2021-03-04,Daily ICU occupancy,39.0,Finland
2021-03-05,Daily ICU occupancy,38.0,Finland
2021-03-08,Daily ICU occupancy,37.0,Finland
2021-03-09,Daily ICU occupancy,40.0,Finland
2021-03-10,Daily ICU occupancy,43.0,Finland
2021-03-11,Daily ICU occupancy,41.0,Finland
2021-03-12,Daily ICU occupancy,47.0,Finland
2021-03-15,Daily ICU occupancy,50.0,Finland
2021-03-16,Daily ICU occupancy,49.0,Finland
2021-03-17,Daily ICU occupancy,56.0,Finland
2021-03-18,Daily ICU occupancy,50.0,Finland
2021-03-19,Daily ICU occupancy,55.0,Finland
2021-03-22,Daily ICU occupancy,55.0,Finland
2021-03-23,Daily ICU occupancy,64.0,Finland
2021-03-24,Daily ICU occupancy,62.0,Finland
2021-03-25,Daily ICU occupancy,59.0,Finland
2021-03-26,Daily ICU occupancy,59.0,Finland
2021-03-29,Daily ICU occupancy,54.0,Finland
2021-03-30,Daily ICU occupancy,50.0,Finland
2021-03-31,Daily ICU occupancy,50.0,Finland
2021-04-01,Daily ICU occupancy,52.0,Finland
2021-04-06,Daily ICU occupancy,45.0,Finland
2021-04-07,Daily ICU occupancy,45.0,Finland
2021-04-08,Daily ICU occupancy,42.0,Finland
2021-04-09,Daily ICU occupancy,41.0,Finland
2021-04-12,Daily ICU occupancy,42.0,Finland
2021-04-13,Daily ICU occupancy,38.0,Finland
2021-04-14,Daily ICU occupancy,34.0,Finland
2021-04-15,Daily ICU occupancy,37.0,Finland
2021-04-16,Daily ICU occupancy,34.0,Finland
2021-04-19,Daily ICU occupancy,34.0,Finland
2021-04-20,Daily ICU occupancy,36.0,Finland
2021-04-21,Daily ICU occupancy,35.0,Finland
2021-04-22,Daily ICU occupancy,37.0,Finland
2021-04-23,Daily ICU occupancy,31.0,Finland
2021-04-26,Daily ICU occupancy,33.0,Finland
